date,text,aspect,aspect_ix,opinion,sentiment,triplet,aspect_opinion,timestamp,info,cat
2022-02-04T04:59:57.780828Z,"Очень удобный и современный банк которым мне комфортно пользоваться , деньги между брокерским счтом и счтом дебетовой карты переводятся без комиссии и мгновенно в обе стороны в отличии от других банков .",банк,[4],современный,POS,"('банк', 'современный', 'POS')","('банк', 'современный')",1643950797.780828,1,5
2022-02-04T04:59:57.780828Z,"Очень удобный и современный банк которым мне комфортно пользоваться , деньги между брокерским счтом и счтом дебетовой карты переводятся без комиссии и мгновенно в обе стороны в отличии от других банков .",банк,[4],очень удобный,POS,"('банк', 'очень удобный', 'POS')","('банк', 'очень удобный')",1643950797.780828,1,5
2022-02-04T04:59:57.780828Z,"Очень удобный и современный банк которым мне комфортно пользоваться , деньги между брокерским счтом и счтом дебетовой карты переводятся без комиссии и мгновенно в обе стороны в отличии от других банков .",банк,[4],удобный,POS,"('банк', 'удобный', 'POS')","('банк', 'удобный')",1643950797.780828,1,2
2022-02-03T19:44:44.392683Z,"Мое обращение к персональному менеджеру Владимиру было в 22 : 30 . Необходимо было оформить страховой полис на троих человек . Полис был прислан на почту через 3 минуты ! Оперативность на высшем уровне . Лично мо мнение , что Тинькофф лучший банк на текущий момент . Сотрудники , которые когда - либо меня консультировали , были профессиональны и решили все возникшие вопросы .",сотрудник,[47],профессиональны,POS,"('сотрудник', 'профессиональны', 'POS')","('сотрудник', 'профессиональны')",1643917484.392683,1,0
2022-02-03T19:44:44.392683Z,"Мое обращение к персональному менеджеру Владимиру было в 22 : 30 . Необходимо было оформить страховой полис на троих человек . Полис был прислан на почту через 3 минуты ! Оперативность на высшем уровне . Лично мо мнение , что Тинькофф лучший банк на текущий момент . Сотрудники , которые когда - либо меня консультировали , были профессиональны и решили все возникшие вопросы .",банк,[42],лучший,POS,"('банк', 'лучший', 'POS')","('банк', 'лучший')",1643917484.392683,1,0
2022-02-03T19:44:44.392683Z,"Мое обращение к персональному менеджеру Владимиру было в 22 : 30 . Необходимо было оформить страховой полис на троих человек . Полис был прислан на почту через 3 минуты ! Оперативность на высшем уровне . Лично мо мнение , что Тинькофф лучший банк на текущий момент . Сотрудники , которые когда - либо меня консультировали , были профессиональны и решили все возникшие вопросы .",уровень,[33],высшем,POS,"('уровень', 'высшем', 'POS')","('уровень', 'высшем')",1643917484.392683,1,0
2022-02-03T18:48:00.054692Z,"Открыла два бизнес счета . На ИП и ооо , предложили программы по инвестициям , грамотные специалисты звонили и консультировала Все четко , быстро и оперативно !",специалист,[16],грамотные,POS,"('специалист', 'грамотные', 'POS')","('специалист', 'грамотные')",1643914080.054692,1,0
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",персонал,[54],отличное,POS,"('персонал', 'отличное', 'POS')","('персонал', 'отличное')",1643913474.990024,1,0
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",персонал,[54],грамотный,POS,"('персонал', 'грамотный', 'POS')","('персонал', 'грамотный')",1643913474.990024,1,0
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",персонал,[54],очень грамотный,POS,"('персонал', 'очень грамотный', 'POS')","('персонал', 'очень грамотный')",1643913474.990024,1,0
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",банк,[11],лучший,POS,"('банк', 'лучший', 'POS')","('банк', 'лучший')",1643913474.990024,1,2
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",приложение,[56],отличное,POS,"('приложение', 'отличное', 'POS')","('приложение', 'отличное')",1643913474.990024,1,4
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",банк,[70],отличный,POS,"('банк', 'отличный', 'POS')","('банк', 'отличный')",1643913474.990024,1,2
2022-02-03T18:37:54.990024Z,"Я клиент банка уже несколько лет и для меня это лучший банк ! Давно пользуюсь кредитной картой и первый раз столкнулась с переводом денег с не . Поэтому я не учла данных условий по карте . В результате переговоров с поддержкой вопрос был решн , и с хорошим результатом для меня ! Очень грамотный персонал ! Приложение отличное : вс просто и понятно и всегда работает без задержек ! Отличный банк !!!",результат,[48],хорошим,POS,"('результат', 'хорошим', 'POS')","('результат', 'хорошим')",1643913474.990024,1,0
2022-02-03T18:13:29.56646Z,"Картой пользуюсь несколько лет . Оформили и доставили быстро . Оформление личного кабинета лгкое и доступное для понимания . Вс функции работают превосходно . Сотрудники техподдержки вежливые , грамотно профессионально быстро и доступно отвечают на вопросы .",оформление,[10],доступное,POS,"('оформление', 'доступное', 'POS')","('оформление', 'доступное')",1643912009.56646,1,4
2022-02-03T18:13:29.56646Z,"Картой пользуюсь несколько лет . Оформили и доставили быстро . Оформление личного кабинета лгкое и доступное для понимания . Вс функции работают превосходно . Сотрудники техподдержки вежливые , грамотно профессионально быстро и доступно отвечают на вопросы .",оформление,[10],лгкое,POS,"('оформление', 'лгкое', 'POS')","('оформление', 'лгкое')",1643912009.56646,1,4
2022-02-03T18:13:29.56646Z,"Картой пользуюсь несколько лет . Оформили и доставили быстро . Оформление личного кабинета лгкое и доступное для понимания . Вс функции работают превосходно . Сотрудники техподдержки вежливые , грамотно профессионально быстро и доступно отвечают на вопросы .",сотрудник,[24],вежливые,POS,"('сотрудник', 'вежливые', 'POS')","('сотрудник', 'вежливые')",1643912009.56646,1,0
2022-02-03T18:11:13.202428Z,"Анастасия звонила , помогла решить проблему по обслуживанию , умница , вежливая и компетентная , спасибо ! Очень отзывчивый сотрудник . Отзыв могу потвердить , он реальный .",сотрудник,[19],вежливая,POS,"('сотрудник', 'вежливая', 'POS')","('сотрудник', 'вежливая')",1643911873.202428,1,0
2022-02-03T18:11:13.202428Z,"Анастасия звонила , помогла решить проблему по обслуживанию , умница , вежливая и компетентная , спасибо ! Очень отзывчивый сотрудник . Отзыв могу потвердить , он реальный .",сотрудник,[19],компетентная,POS,"('сотрудник', 'компетентная', 'POS')","('сотрудник', 'компетентная')",1643911873.202428,1,0
2022-02-03T18:11:13.202428Z,"Анастасия звонила , помогла решить проблему по обслуживанию , умница , вежливая и компетентная , спасибо ! Очень отзывчивый сотрудник . Отзыв могу потвердить , он реальный .",сотрудник,[19],отзывчивый,POS,"('сотрудник', 'отзывчивый', 'POS')","('сотрудник', 'отзывчивый')",1643911873.202428,1,0
2022-02-03T18:11:13.202428Z,"Анастасия звонила , помогла решить проблему по обслуживанию , умница , вежливая и компетентная , спасибо ! Очень отзывчивый сотрудник . Отзыв могу потвердить , он реальный .",сотрудник,[19],очень отзывчивый,POS,"('сотрудник', 'очень отзывчивый', 'POS')","('сотрудник', 'очень отзывчивый')",1643911873.202428,1,0
2022-02-03T18:10:44.759111Z,"Великолепный банк и сотрудники , в частности Наталья ! Всегда вс быстро и четко ! Рекомендую всем . Всегда ценят клиентов и помогают в любой ситуации . Решают вопрос в пользу клиента .",банк,[1],великолепный,POS,"('банк', 'великолепный', 'POS')","('банк', 'великолепный')",1643911844.759111,1,2
2022-02-03T18:10:44.759111Z,"Великолепный банк и сотрудники , в частности Наталья ! Всегда вс быстро и четко ! Рекомендую всем . Всегда ценят клиентов и помогают в любой ситуации . Решают вопрос в пользу клиента .",сотрудник,[3],великолепный,POS,"('сотрудник', 'великолепный', 'POS')","('сотрудник', 'великолепный')",1643911844.759111,1,0
2022-02-03T16:51:59.004046Z,"Сегодня обратилась в банк по телефону , на удивление получила очень приятное впечатление от общения с Р . Ириной . Очень оперативно , а главное с искренним участием и пониманием вопроса подошла к моей проблеме . Я была приятно удивлена и получила огромное удовольствие от общения с ней . Ирина , хочу выразить свою благодарность и пожелать карьерного роста в профессии и счастья в личной жизни . Наталья М .",впечатление,[12],очень приятное,POS,"('впечатление', 'очень приятное', 'POS')","('впечатление', 'очень приятное')",1643907119.004046,1,0
2022-02-03T16:51:59.004046Z,"Сегодня обратилась в банк по телефону , на удивление получила очень приятное впечатление от общения с Р . Ириной . Очень оперативно , а главное с искренним участием и пониманием вопроса подошла к моей проблеме . Я была приятно удивлена и получила огромное удовольствие от общения с ней . Ирина , хочу выразить свою благодарность и пожелать карьерного роста в профессии и счастья в личной жизни . Наталья М .",впечатление,[12],приятное,POS,"('впечатление', 'приятное', 'POS')","('впечатление', 'приятное')",1643907119.004046,1,0
2022-02-03T16:51:59.004046Z,"Сегодня обратилась в банк по телефону , на удивление получила очень приятное впечатление от общения с Р . Ириной . Очень оперативно , а главное с искренним участием и пониманием вопроса подошла к моей проблеме . Я была приятно удивлена и получила огромное удовольствие от общения с ней . Ирина , хочу выразить свою благодарность и пожелать карьерного роста в профессии и счастья в личной жизни . Наталья М .",удовольствие,[43],огромное,POS,"('удовольствие', 'огромное', 'POS')","('удовольствие', 'огромное')",1643907119.004046,1,0
2022-02-03T16:51:59.004046Z,"Сегодня обратилась в банк по телефону , на удивление получила очень приятное впечатление от общения с Р . Ириной . Очень оперативно , а главное с искренним участием и пониманием вопроса подошла к моей проблеме . Я была приятно удивлена и получила огромное удовольствие от общения с ней . Ирина , хочу выразить свою благодарность и пожелать карьерного роста в профессии и счастья в личной жизни . Наталья М .",участие,[27],искренним,POS,"('участие', 'искренним', 'POS')","('участие', 'искренним')",1643907119.004046,1,0
2022-02-03T16:36:30.18605Z,"В 21м году оплатил все страховые платежи , но начислялись пени , голову сломал не мог понять , почему . Персональный менеджер ДаниилЧ . ( 6907733 ) ознакомился с ответом от налоговой в и указал на несоответствие . Налоговая где - то потеряла мой платеж и взимала за него пени ( его Данил выслал мне отдельным файлом ) . Приложение бухгалтерия бесплатное и такой детальный и быстрый ответ ( меньше 5 минут ) и глубокое понимание проблемы меня просто поразило . Обычно за такой сервис платишь кучу денег , или нанимаешь персонального бухгалтера , который помогает решить проблемы , которые часто могут возникнуть не по вашей вине . Приложения для бизнеса покрывают все потребности Бухгалтерии для ИП по упрощенке 6 . Формирование декларации , страховые и пенсионные платежи все автоматом . Поддерживается ЭЦП , выданная ФНС . Закрывающие документы и счета выставляются очень просто .",понимание,[75],глубокое,POS,"('понимание', 'глубокое', 'POS')","('понимание', 'глубокое')",1643906190.18605,1,0
2022-02-03T16:36:30.18605Z,"В 21м году оплатил все страховые платежи , но начислялись пени , голову сломал не мог понять , почему . Персональный менеджер ДаниилЧ . ( 6907733 ) ознакомился с ответом от налоговой в и указал на несоответствие . Налоговая где - то потеряла мой платеж и взимала за него пени ( его Данил выслал мне отдельным файлом ) . Приложение бухгалтерия бесплатное и такой детальный и быстрый ответ ( меньше 5 минут ) и глубокое понимание проблемы меня просто поразило . Обычно за такой сервис платишь кучу денег , или нанимаешь персонального бухгалтера , который помогает решить проблемы , которые часто могут возникнуть не по вашей вине . Приложения для бизнеса покрывают все потребности Бухгалтерии для ИП по упрощенке 6 . Формирование декларации , страховые и пенсионные платежи все автоматом . Поддерживается ЭЦП , выданная ФНС . Закрывающие документы и счета выставляются очень просто .",приложение,[59],детальный,POS,"('приложение', 'детальный', 'POS')","('приложение', 'детальный')",1643906190.18605,1,4
2022-02-03T16:36:30.18605Z,"В 21м году оплатил все страховые платежи , но начислялись пени , голову сломал не мог понять , почему . Персональный менеджер ДаниилЧ . ( 6907733 ) ознакомился с ответом от налоговой в и указал на несоответствие . Налоговая где - то потеряла мой платеж и взимала за него пени ( его Данил выслал мне отдельным файлом ) . Приложение бухгалтерия бесплатное и такой детальный и быстрый ответ ( меньше 5 минут ) и глубокое понимание проблемы меня просто поразило . Обычно за такой сервис платишь кучу денег , или нанимаешь персонального бухгалтера , который помогает решить проблемы , которые часто могут возникнуть не по вашей вине . Приложения для бизнеса покрывают все потребности Бухгалтерии для ИП по упрощенке 6 . Формирование декларации , страховые и пенсионные платежи все автоматом . Поддерживается ЭЦП , выданная ФНС . Закрывающие документы и счета выставляются очень просто .",приложение,[59],бесплатное,POS,"('приложение', 'бесплатное', 'POS')","('приложение', 'бесплатное')",1643906190.18605,1,4
2022-02-03T16:36:30.18605Z,"В 21м году оплатил все страховые платежи , но начислялись пени , голову сломал не мог понять , почему . Персональный менеджер ДаниилЧ . ( 6907733 ) ознакомился с ответом от налоговой в и указал на несоответствие . Налоговая где - то потеряла мой платеж и взимала за него пени ( его Данил выслал мне отдельным файлом ) . Приложение бухгалтерия бесплатное и такой детальный и быстрый ответ ( меньше 5 минут ) и глубокое понимание проблемы меня просто поразило . Обычно за такой сервис платишь кучу денег , или нанимаешь персонального бухгалтера , который помогает решить проблемы , которые часто могут возникнуть не по вашей вине . Приложения для бизнеса покрывают все потребности Бухгалтерии для ИП по упрощенке 6 . Формирование декларации , страховые и пенсионные платежи все автоматом . Поддерживается ЭЦП , выданная ФНС . Закрывающие документы и счета выставляются очень просто .",ответ,[67],детальный,POS,"('ответ', 'детальный', 'POS')","('ответ', 'детальный')",1643906190.18605,1,0
2022-02-03T16:36:30.18605Z,"В 21м году оплатил все страховые платежи , но начислялись пени , голову сломал не мог понять , почему . Персональный менеджер ДаниилЧ . ( 6907733 ) ознакомился с ответом от налоговой в и указал на несоответствие . Налоговая где - то потеряла мой платеж и взимала за него пени ( его Данил выслал мне отдельным файлом ) . Приложение бухгалтерия бесплатное и такой детальный и быстрый ответ ( меньше 5 минут ) и глубокое понимание проблемы меня просто поразило . Обычно за такой сервис платишь кучу денег , или нанимаешь персонального бухгалтера , который помогает решить проблемы , которые часто могут возникнуть не по вашей вине . Приложения для бизнеса покрывают все потребности Бухгалтерии для ИП по упрощенке 6 . Формирование декларации , страховые и пенсионные платежи все автоматом . Поддерживается ЭЦП , выданная ФНС . Закрывающие документы и счета выставляются очень просто .",ответ,[67],быстрый,POS,"('ответ', 'быстрый', 'POS')","('ответ', 'быстрый')",1643906190.18605,1,0
2022-02-03T15:39:17.841955Z,"Быстрые переводы , высокие лимиты переводов и снятия , удобство инвестирования с мировыми компаниями , обучение на высоком уровне .",лимит,[4],высокие,POS,"('лимит', 'высокие', 'POS')","('лимит', 'высокие')",1643902757.841955,1,1
2022-02-03T15:39:17.841955Z,"Быстрые переводы , высокие лимиты переводов и снятия , удобство инвестирования с мировыми компаниями , обучение на высоком уровне .",инвестирование,[10],удобство,POS,"('инвестирование', 'удобство', 'POS')","('инвестирование', 'удобство')",1643902757.841955,1,1
2022-02-03T15:38:52.176962Z,"Я клиент Тинькофф с 2011 года . Сейчас у меня активен Тинькофф Премиум ! На прошлой неделе позвонил своему персональному менеджеру Алексею Игнатовичу с вопросом по вкладу , закрыть вклады с меньшей ставкой и открыть с большей ! Он помог мне открыть новые вклады и не потерять деньги за короткий срок и не тратя мо время ! Благодарен банку и Алексею за проделанную работу , будем и дальше взаимовыгодно сотрудничать !",банк,[58],благодарен,POS,"('банк', 'благодарен', 'POS')","('банк', 'благодарен')",1643902732.176962,1,1
2022-02-03T15:38:52.176962Z,"Я клиент Тинькофф с 2011 года . Сейчас у меня активен Тинькофф Премиум ! На прошлой неделе позвонил своему персональному менеджеру Алексею Игнатовичу с вопросом по вкладу , закрыть вклады с меньшей ставкой и открыть с большей ! Он помог мне открыть новые вклады и не потерять деньги за короткий срок и не тратя мо время ! Благодарен банку и Алексею за проделанную работу , будем и дальше взаимовыгодно сотрудничать !",срок,[50],короткий,POS,"('срок', 'короткий', 'POS')","('срок', 'короткий')",1643902732.176962,1,1
2022-02-03T13:35:18.37727Z,"Оформили кредитную карту в банке , активно пользовалась , но случился форс - мажор и с моей карты мошенники дважды списали сумму не превышающую 1000р . О чем мне стало известно только после входа в личный кабинет . На мою просьбу разобраться в данной ситуации и вернуть деньги мне на карту , работники банка отреагировали оперативно . Со мной связались по телефону , приняли заявку на рассмотрение и вот на днях мой вопрос был решен с положительным результатам для меня . Деньги мне вернули на карту . Спасибо большое вам . Очень рада моему сотрудничеству с вами . Обязательно порекомендуютваш бан своим друзьям , знакомым и коллегам . Успехов вам в работе и процветания .",результат,[77],положительным,POS,"('результат', 'положительным', 'POS')","('результат', 'положительным')",1643895318.37727,1,0
2022-02-03T12:59:27.653208Z,"Очень доволен общением с поддержкой банка . Вс очень быстро и по делу . В отличие от других банков , здесь поддержка с человеческим лицом . Отдельная благодарность менеджеру Владиславу П . ( 6912708 ) , который особенно быстро решил мои вопросы , а также помог определиться с необходимыми мне услугами .",менеджер,[28],благодарность,POS,"('менеджер', 'благодарность', 'POS')","('менеджер', 'благодарность')",1643893167.653208,1,0
2022-02-03T12:36:52.503132Z,"Являюсь клиентом Тинькофф Банка уже более двух лет , вс нравится , обслуживание га высщем уровне , операторы отзывчивые , переводы моментальные , обслуживание на высшем уровне !",оператор,[17],отзывчивые,POS,"('оператор', 'отзывчивые', 'POS')","('оператор', 'отзывчивые')",1643891812.503132,1,0
2022-02-03T12:36:52.503132Z,"Являюсь клиентом Тинькофф Банка уже более двух лет , вс нравится , обслуживание га высщем уровне , операторы отзывчивые , переводы моментальные , обслуживание на высшем уровне !",уровень,[26],высшем,POS,"('уровень', 'высшем', 'POS')","('уровень', 'высшем')",1643891812.503132,1,0
2022-02-03T12:36:52.503132Z,"Являюсь клиентом Тинькофф Банка уже более двух лет , вс нравится , обслуживание га высщем уровне , операторы отзывчивые , переводы моментальные , обслуживание на высшем уровне !",перевод,[20],моментальные,POS,"('перевод', 'моментальные', 'POS')","('перевод', 'моментальные')",1643891812.503132,1,0
2022-02-03T12:20:16.991978Z,"Я ИП . Пользуюсь Тинькофф - бизнес , в том числе бухгалтерией и зарплатным проектом . Всем доволен , но естественно как и во всм вс зависит от людей . Очень доволен работой персонального менеджера Анастасии Р . и моего уважаемого персонального бухгалтера Екатериной Д . Вс четко , грамотно , вовремя и по делу . Приложение удобнее чем у ВТБ , Сбера , Точки ( Есть опыт использования ) вместе взятых . Бывали непонятные технические сбои - но решаемые . Для тех кто реально работает очень удобно .",приложение,[56],удобнее,POS,"('приложение', 'удобнее', 'POS')","('приложение', 'удобнее')",1643890816.991978,1,4
2022-02-03T11:50:32.788392Z,"Я клиент Тинькова года так с 2016 и он меня постоянно удивляет ( в хорошем плане ) Пользуюсь дебетовой картой , мобайл , инвестиции , Страховка , счт ИП . Все четко и понятно Особенно радует премиальное обслуживание , вот кейс - покупаю Авто в салоне , на несколько миллионов - стремно что заблокируют счт , что запросят доки , что не начисляться кэшбэк . На все эти вопросы отвечает менеджер , у меня Никита Т . 6910714 ( Никита привет ) И все становится понятно и четко . После этого считаю КАСКО , в салоне считают 120 тр . , пишу Никите , согласовывает тот же тариф за , внимание ! 53 тр ! Карл , разница 2раза ! Как так ? ) Страховой агент из салона СИМ , как так ? В общем отслуживаете работает и реально экономит время деньги и нервы .",обслуживание,[37],премиальное,POS,"('обслуживание', 'премиальное', 'POS')","('обслуживание', 'премиальное')",1643889032.788392,1,0
2022-02-03T11:02:47.220433Z,"Благодарен за профессиональную и грамотную работу с клиентами Р . Варвары Аркадьевны . Все вопросы решаемые с ней всегда решаются качественно и своевременно , и кленты не могут остаться не довольными . Наш опыт работы с ней говорит о сказанном . Желаем успехов Варваре и всему коллективу Тинькофф !",работа,[5],профессиональную,POS,"('работа', 'профессиональную', 'POS')","('работа', 'профессиональную')",1643886167.220433,1,0
2022-02-03T11:02:47.220433Z,"Благодарен за профессиональную и грамотную работу с клиентами Р . Варвары Аркадьевны . Все вопросы решаемые с ней всегда решаются качественно и своевременно , и кленты не могут остаться не довольными . Наш опыт работы с ней говорит о сказанном . Желаем успехов Варваре и всему коллективу Тинькофф !",работа,[5],грамотную,POS,"('работа', 'грамотную', 'POS')","('работа', 'грамотную')",1643886167.220433,1,0
2022-02-03T09:39:39.992108Z,Быстрое взаимодействие и мгновенное решение вопроса . Адекватное понимание проблемы сотрудником банка .,решение,[4],мгновенное,POS,"('решение', 'мгновенное', 'POS')","('решение', 'мгновенное')",1643881179.992108,1,0
2022-02-03T09:39:39.992108Z,Быстрое взаимодействие и мгновенное решение вопроса . Адекватное понимание проблемы сотрудником банка .,понимание,[8],адекватное,POS,"('понимание', 'адекватное', 'POS')","('понимание', 'адекватное')",1643881179.992108,1,0
2022-02-03T09:39:39.992108Z,Быстрое взаимодействие и мгновенное решение вопроса . Адекватное понимание проблемы сотрудником банка .,взаимодействие,[1],быстрое,POS,"('взаимодействие', 'быстрое', 'POS')","('взаимодействие', 'быстрое')",1643881179.992108,1,0
2022-02-03T09:02:30.280157Z,Спасибо большое Владимиру Г . и команде Тинькофф за решение множества вопросов в рамках премиального пакета . Всегда быстрые консультации и приятные плюшки .,консультация,[19],быстрые,POS,"('консультация', 'быстрые', 'POS')","('консультация', 'быстрые')",1643878950.280157,1,0
2022-02-03T09:02:30.280157Z,Спасибо большое Владимиру Г . и команде Тинькофф за решение множества вопросов в рамках премиального пакета . Всегда быстрые консультации и приятные плюшки .,плюшка,[22],приятные,POS,"('плюшка', 'приятные', 'POS')","('плюшка', 'приятные')",1643878950.280157,1,2
2022-02-03T08:07:15.357972Z,"Тинькофф - лучший банк в мире ! Часто работаю в ВЭД , вся команда Тинькофф - это профессионалы , очень рада выбрала именно его , все ребята большие молодцы , но особенно мне помогает К . Елена ( персональный менеджер , человек который заботится обо мне , всегда в курсе всего и готова помочь в любой момент , как будто я у не одна ) . Так же последняя ситуация была связана с ВЭД , и мне очень помогла Диана - ВЭД - Тинькофф ( прекрасно выполнила свою задачу , руководила мной во время всего процесса , вообщем блестяще , что сказать ) не устану повторять , что Тинькофф - лучший банк , лучший сервис для клиентов , лучшие тарифы на обслуживание . Спасибо Вам ребятки .",банк,[3],лучший,POS,"('банк', 'лучший', 'POS')","('банк', 'лучший')",1643875635.357972,1,2
2022-02-03T08:07:15.357972Z,"Тинькофф - лучший банк в мире ! Часто работаю в ВЭД , вся команда Тинькофф - это профессионалы , очень рада выбрала именно его , все ребята большие молодцы , но особенно мне помогает К . Елена ( персональный менеджер , человек который заботится обо мне , всегда в курсе всего и готова помочь в любой момент , как будто я у не одна ) . Так же последняя ситуация была связана с ВЭД , и мне очень помогла Диана - ВЭД - Тинькофф ( прекрасно выполнила свою задачу , руководила мной во время всего процесса , вообщем блестяще , что сказать ) не устану повторять , что Тинькофф - лучший банк , лучший сервис для клиентов , лучшие тарифы на обслуживание . Спасибо Вам ребятки .",банк,[111],лучший,POS,"('банк', 'лучший', 'POS')","('банк', 'лучший')",1643875635.357972,1,2
2022-02-03T08:07:15.357972Z,"Тинькофф - лучший банк в мире ! Часто работаю в ВЭД , вся команда Тинькофф - это профессионалы , очень рада выбрала именно его , все ребята большие молодцы , но особенно мне помогает К . Елена ( персональный менеджер , человек который заботится обо мне , всегда в курсе всего и готова помочь в любой момент , как будто я у не одна ) . Так же последняя ситуация была связана с ВЭД , и мне очень помогла Диана - ВЭД - Тинькофф ( прекрасно выполнила свою задачу , руководила мной во время всего процесса , вообщем блестяще , что сказать ) не устану повторять , что Тинькофф - лучший банк , лучший сервис для клиентов , лучшие тарифы на обслуживание . Спасибо Вам ребятки .",сервис,[114],лучший,POS,"('сервис', 'лучший', 'POS')","('сервис', 'лучший')",1643875635.357972,1,0
