text,pred,label,pred_text,label_text
"Подал заявку на досрочное погашение автомобильного кредита , внёс нужную сумму , но в указанный день деньги не списали , и сотрудники сказали , что заявку не видят . Вопрос не решают , уже несколько раз отложили рассмотрение проблемы . С руководством связывать отказываются . Что можно сделать ? Здесь есть представитель этого банка ? Отделение банка в нашем городе закрылось , раньше было .",[],[],[],[]
"Я являюсь постоянным клиентом ВТБ , в течение 6 лет без задолженностей выплачиваю ипотечный кредит . 29 декабря 2022 года я создала в интернет - банке заявку на частично - досрочное погашение ипотеки с уменьшением срока платежей на сумму 458 000 рублей . В тот же день мне пришло уведомление о том что заявка не исполнена , хотя сумма на счете полностью была . 6 января в чате интернет - банка оператор Наталья в ответ на мое сообщение о том , что деньги не списали , написала , что заявка от 29.12.22 находится в обработке и до сих пор не исполнена . Мне был задан вопрос Составляем заявку вновь или отменяем ? Я ответила Отменяем , поскольку мои намерения на тот момент изменились . И я забыла об этом . Через две недели , 13 января , со всех моих счетов ВТБ списались все оставшиеся деньги - 300 300,00 рублей . Одновременно с этим у меня появилась задолженность перед банком в размере 409 449,96 рублей , о чем было мне в глаза красным шрифтом уведомление в личном кабинете . Мои попытки разобраться он - лайн не увенчались успехом , было лишь зарегистрировано обращение с обещанием ответа в срок до 20.01.2023 . Оставшись без средств к существованию , с головной болью и высоким давлением после бессонной ночи , я поехала в один из работающих в субботу офисов ВТБ по адресу Санкт - Петербург , Индустриальный проспект 26 24 . Менеджер выслушала мою историю , но деньги от этого не вернулись , кредитная история испорчена и моя репутация порядочного плательщика по прежнему под вопросом . 17.01.2023 у меня должно произойти списание платежа по автокредиту , который находится в этом же банке ВТБ , и как его оплатить , когда со счетов неизвестно куда улетают все деньги - непонятно . Последней каплей стали сегодня звонки от неизвестных людей , которые заявляют что они в курсе моей просроченной задолженности . Вопрос с кем ВТБ делится конфиденциальной информацией о своих клиентах , да ещё в такие рекордно короткие сроки ?",[],[],[],[]
"банкомат при офисе по адреса Просвещения пр 33 14.01 вечером и 15.01 днем банкомат не обслуживается такая ситуация происходит регулярно , но пишу об этом первый раз уважаемые , данный банкомат находится при офисе , проявите пожалуйста усилие чтобы он всегда работал . а если банкомат все таки работает то делает это очень медленно , реакция на каждое нажатие до пол минуты . это не нормально , по сравнению с другими банкоматами ( других банков рядом ) .",[],[],[],[]
"Доброго времени суток . Первая ситуация . 25 и 26 октября совершал покупки и до сих пор операции не обработаны и не начислен кэшбэк . 11.11.2022 создал обращение 1 - 748887060284 , но его по состоянию на 15.01.2023 до сих пор не рассмотрели . Вторая ситуация . В конце 2020 году открывал кредитную карту рефинансирования лимитом на 280000 рублей . Через несколько месяцев уменьшил кредитный лимит до 20000 рублей . С конца 2022 года в БКИ Кредистории ( старый ОКБ ) , в БКИ Скоринг Бюро ( старый Эквифакс ) и скорее всего НБКИ числится , что данная карта снова имеет лимит 280000 рублей , но лимит в самом банке остался прежним 20000 рублей . 15.12.2022 создал обращение 39466738 на исправление информации в БКИ . По отчёту от 15.01.2023 из БКИ Кредистории лимит кредитной карты остался прежним , изменений не произошло . За медленное реагирование на обращения ставлю низкую оценку .","[([149], [148], 'NEG'), ([144], [143], 'NEG')]",[],"[('оценку', 'низкую', 'NEG'), ('реагирование', 'медленное', 'NEG')]",[]
"Хочу выразить благодарность Анне 4 99 за быструю помощь в моем вопросе ! Задача была в крупном денежном переводе без комисиии , для покупки автомобил . Анна предоставила в кратчайшие сроки максимум информации каким способом , как и сколько я могу переводить . Оперативно воспользовался данной информацией . Большое спасибо !","[([8], [7], 'POS'), ([30], [29], 'POS')]",[],"[('помощь', 'быструю', 'POS'), ('сроки', 'кратчайшие', 'POS')]",[]
"31 августа 2022 года мной был заключен кредитный договор с АО Альфа - Банк на сумму 592500 ( пятьсот девяносто две тысячи пятьсот ) рублей . Оформляя потребительский кредит , я изначально предполагал его скорое досрочное погашение . Так 07 ноября 2022 года мной досрочно погашена полная сумма кредита по договору в сумме . Указанная сумма кредита была одобрена с включением в тело кредита сумм страховых премий по заключенным договорам страхования жизни и здоровья защиты от потери работы по первому полису страховая премия составила 3643,28 рублей по второму полису страховая премия составила 138573,90 рублей . Таким образом , сумма кредита для личных потребительских нужд составила 450282,82 рублей . Воспользовавшись кредитом и вернув заемные у банка средства через 68 дней после оформления договора , я был вынужден изыскать и оплатить дополнительную сумму ( суммарно значительно большую , чем мной получено на руки ) в связи с заключенными договорами страхования , в которых по факту я не нуждался . На момент оформления кредита посредством мобильного приложения , его функционал не позволял выбрать лишь один вид страхования . Таким образом , банк не оставил мне выбора и я был вынужден приобрести второй полис страхования , который , как выяснилось позднее , на процентную ставку не влияет . Тем самым я как потребитель был лишен права свободного выбора услуги , закрепленного в п . 1 ст . 421 ГК РФ . Я как заемщик , полагал , что оба страховых полиса являлись обеспечивающими исполнение обязательств по кредитному договору . АО Альфа - банк , выступая агентом ( посредником ) при оформлении договоров страхования , исключив техническую возможность выбора заемщиком видов страхования , вдовесок включил в тело кредита сумму второй ( расширенной ) страховки , что свидетельствует о навязывании услуг банком и ущемляет мои права как потребителя . Таким образом , второй ( дорогой ) договор страхования был заключен под влиянием существенного заблуждения . У меня имеется ипотечный кредит в Альфа - банке со страхованием , зарплатный проект . Получается , что банк нисколько не ценит своих клиентов , а занимается только лишь выкачиванием денег .",[],[],[],[]
"Меня невероятно впечатлило принятое банком решение , о котором я даже не просила . Ситуация следующая у меня карта рассрочки Халва , я пользовалась ей достаточно активно . Погасив полный ежемесячный платёж я сразу же пользовалась этой суммой дальше . Но со мной случился неприятный инцидент - приставы наложили арест , после чего был обнулен кредитный лимит . Мне необходимо было гасить задолженность , а снова воспользоваться суммой я не могла . Поскольку такая ситуация сложилась в нескольких банках , то погашение кредита стало проблемой и мне пришлось ежемесячно гасить только минимальный размер платежа , тем самым началась начисляться комиссия . После нескольких таких погашений в Совкомбанка , мне пришло уведомление , что банком замечена такая тенденция и , чтобы я не платила дальше комиссию , мне предоставлена рассрочка оплаты задолженности на 12 месяцев . Если сказать , что я была поражена - это ничего не сказать . Огромная благодарность банку .","[([150], [148, 149], 'POS'), ([150], [149], 'POS')]",[],"[('банку', 'Огромная благодарность', 'POS'), ('банку', 'благодарность', 'POS')]",[]
"Началась моя история с того , что 12.01.2023 я перевел по реквизитам свои личные средства с банка Тинькоф на платежные реквизиты ранее открытой МНОЙ карты в Сбере . Возникла необходимость перевести деньги в сбер другому человеку , для этого я решил посетить отделение Сбербанка , чтобы сделать все правильно . Выбрал отделение по адресу г . Набережные Челны , ул . Татарстан 18 А . Придя в офис , я озвучил свои намерения менеджеру . Нужно было перевести средства по реквизитам без комиссии . Менеджер по имени Х - на Зухра М - на посоветовала открыть для этого сберегательный счёт перевести туда деньги и с него уже отправить чтобы минимизировать комиссии . Так как я не особо понимаю внутреннюю кухню банка , то я согласился . Менеджер открыла мне сберегательный счёт , сказала мне самому в приложении сделать перевод и далее уже она сама в своей программе сделает перевод по реквизитам . Что я и сделал сидя перед ней . И тут начинается самое интересное ... . После открытия счёта девушка говорит , что перевод невозможно сделать , так как я несовершеннолетний и для осуществления перевода нужно присутствие одного из родителей . Я не особо понял , для чего это надо , так как средства полностью мои и по закону я имею право распоряжаться ими как захочу . Но деваться некуда . . На следующий день ( 13.01.2023 ) мы пришли уже с моим отцом в отделение банка по адресу Советская 1 , посёлок Совхоз Татарстан для завершения перевода , но не тут то было . . снова ... Теперь им уже мало родителей , теперь им нужно РАЗРЕШЕНИЕ ОТ ОРГАНОВ ОПЕКИ ! Какие органы опеки , когда у меня родной отец рядом стоит . На официальном сайте сбербанка размещена такая информация Как распоряжаться деньгами по счёту или вкладу несовершеннолетнего от 14 до 18 лет , в том числе по счёту или вкладу , открытому им самим ? Несовершеннолетний от 14 до 18 лет сам совершает расходные операции по счёту ... Чтобы распоряжаться суммами заработка , стипендии , пособия по безработице , средствами в виде материальной поддержки , премий , присуждённых за победу в олимпиадах , конкурсах и иных мероприятиях , суммами , внесёнными наличными или перечисленными самим вкладчиком , а также начисленными процентами , разрешение органа опеки и попечительства и согласие законного представителя не нужно Даже при условии , что менеджер ввела в заблуждение и открытие вклада является ошибкой , работники не имели права ограничивать мои действия в отношении моих денежных средств , т . к . я , в соответствии с ГК РФ в рамках установленной дееспособности открыл вклад и распоряжался им сам . Перед открытием вклада счет был пополнен с моего личного счета другого банка , о чем свидетельствует платежное поручение с печатью и подписью банка . Следовательно , перевод денежных средств или закрытие вклада ( что также является распоряжением д с ) предполагалось с учетом внутренних нормативных документов кредитной организации , согласно которым - Вкладом несовершеннолетнего вкладчика в возрасте от 14 до 18 лет распоряжается он сам , с учетом САМОСТОЯТЕЛЬНОГО зачисления СВОИХ ( без участия 3 - их лиц , в т . ч . родителей ) д с на счет вклада . Соответственно , мне было отказано в совершении операции по распоряжению собственными средствами , с нарушением действующего законодательства и внутренних документов самого Сбербанка . При все этом , во время второго посещения отделения Сбербанка со мной присутствовал мой законный представитель - отец ( по требованию ваших же работников ) . Прошу вас разобраться в ситуации и закрыть мой вклад перевести мои средства на мою карту ( где они изначально и были !!! или другой счет , так как он был открыт по ошибке из - за некомпетентности сотрудника !","[([614], [613], 'NEG')]",[],"[('сотрудника', 'некомпетентности', 'NEG')]",[]
"По акции Тинькофф путешествия приобрел авиабилеты в приложении Тинькофф , но кэшбэк не пришёл . В связи с этим связался в чате приложения со службой поддержки по данному вопросу . Оператор принял обращение и дополнительно объяснил о правилах акции . Через несколько часов бонус по акции уже начислили . Работают оперативно и самое главное очень вежливые сотрудники ! . со . со .","[([56], [55], 'POS'), ([56], [54, 55], 'POS')]",[],"[('сотрудники', 'вежливые', 'POS'), ('сотрудники', 'очень вежливые', 'POS')]",[]
09.01 и 11.01 были оформлен возвраты . Деньги до сих пор не зачислены . При обращении в чат операторы даже не здороваются и посылают отправлять письмо по почте России . На основании чего не объясняют . Документ также не предоставлен ! .,"[([7], [11, 12], 'NEG')]",[],"[('Деньги', 'не зачислены', 'NEG')]",[]
"Здравствуйте ! С 2017 г арендую банковскую ячейку в этом офисе . В пятницу 13.01 в 17.40 я приехал в отделение для посещения депозитария . Очереди не было , меня приняла операционист Елизавета . Сразу же заявила , что в депозитарий не попаду , сославшись непонятно на что , и что она стажер . После моего замечания , что на сайте юни кредит указано время посещения и я приехал вовремя , она нашла журнал посещения , дала мне расписаться в нем , и стала оформлять какие то документы ( актулизация данных , которые у меня не менялись , и которые я подтверждал несколько дней ранее ( звонили из банка ) . Протянув время , в 17.55 она сказала мне что сотрудник с доступом отсутствует . На мое обращение к другому сотруднику оперзала я получил ответ - Я из другого офиса ( !!! ! ! ) . Я попытался обратиться к старшему менеджеру в закутке Прайм ( она по словам Елизаветы имела доступ ) , но она не стала со мной общаться , просто одела шубу и ушла с работы . Доступ в депозитарий я так и не получил . Прошу разобраться в ситуации и наказать работников , ответвенных за предоставление доступа в депозитарий в данном отделении . Отдельно хочется отметить и наплевательское отношение сотрудников отделения к клиентам .","[([212], [211], 'NEG')]",[],"[('отношение', 'наплевательское', 'NEG')]",[]
"Я недавно открыл ИП чтобы получать оплату от заказчиков и понятие не имел о расчёте налогов и т . п . В конце года решил расчитать налоги на сайте тинькоф . На сайте показывало , что мне необходимо оплатить взносы и т . п . Я немного офигел от их количества и подумал зачем мне ИП , если могу быть просто самозанятым и не платить все взносы . Написал в поддержку чтобы закрыть счёт и ИП . Сотрудник Глеб Тимофеюк помог мне разобраться и оперативно объяснил , что мне не нужно полачивать взносы , а только платить налог в 6 или 4 . Оказалось , что была проблема с сайтом тинькова , показывающим не нужные налоги и неверно определившим мою систему налогоблажения . Понравилась работа сотрудника , так как он почти час переписывался со мной в чате и отвечал на самые тупые вопросы без грубости и агрессии . Но а работа сайта , конечно , оставляет желать лучшего чуть не заплатил 20 т . р . в никуда .","[([124], [123], 'POS')]",[],"[('работа', 'Понравилась', 'POS')]",[]
"В ноябре этого года банк Хоум Кредит проанонсировал запуск новой партнерской акции с турфирмой , обещая кешбэк в размере 3,3 за оплату тура картой Польза , который начисляется дополнительно к кешбэку по выбранным на текущий месяц категориям по этой карте ... 3 5 Мы планировали покупку дорогостоящего тура , поэтому перешли по предложенной на странице Хоум Кредит ссылке и ознакомились с Правилами проведения и условиями участия в акции Акционные баллы от партнера , где также говорилось о том , что Акционные баллы 3,3 начисляются к иным видам баллов дополнительно ... 8 6 Кроме того , в Банк звонила моя жена с моего номера телефона , который зарегистрирован в моем ЛК Пользы , и консультировалась с вашим специалистом , который заверил , что эти кешбэки будут суммироваться ! Запись телефонного разговора от 26 ноября в 11 30 утра можете прослушать в своей базе . 21.12.22 оплатили тур от Левел Трэвел Пользой из моего личного кабинета . Вижу , начислен акционный кешбэк 3,3 , но не поступил категорийный кешбэк ( у меня на этот месяц выбрана категория 1 за все покупки ) . Было зарегистрировано обращение 14895884 , срок рассмотрения - до 25.12.22 , но категорийный кешбэк до сих пор не начислен , что нарушает данные Банком обещания . Жду доначисления 1 кешбэка в размере 1.489 руб от стоимости тура в 148.955 руб . , который оплачивался 21.12.22 .",[],[],[],[]
"Открыла накопительный счет счет в прошлом месяце . условия не плохие , сотрудники в отделении крайне милы , по крайней мере при открытии продуктов . По условиям , нужно совершить покупки по карте на сумму свыше 10 тыс руб , чтобы получить доп проценты ( что обычно ) и кэшбэк ! ( да , он тоже начисляется только при тратах свыше 10 тыс рублей ) . Мне казалось , что я выполнила все условия , но банк считает не дату покупки , а дату списания . При обращения поддержку мне сказали , что дата проводки может быть на 30 дней позднее даты покупки . В общем , условия не выполнены , проценты не начислены , кэшбэк тоже , вопрос релить нельзя . Вышла существенная сумма для меня . Я активный пользователь банковской системы и первый раз с таким столкнулась . Имейте ввиду учитываются не все покупки , нужно проверять коды покупок , приложение установить нельзя , а в интернет банке не видно , выполнены ли условия по программе . Нужно выгружать выписку и считать вручную . Так же лично у меня были проблемы с интернет банком . При входе в личный кабинет и обращении в чат операторы не могли меня идентифицировать как клиента банка и соответственно предоставить информацию . И так почти весь месяц . При обращении в тех поддержку с описанием проблемы , куда меня направили операторы чата , получила ответ Интернет банк работает в штатном режиме . Ну спасибо , это помогло , конечно . Решила в ближайшее время закрыть все продукты и уйти в другой банк , который считает операции датой покупки , и у которого адекватно работает поддержка . Общее впечатление негативное .","[([274], [275], 'NEG'), ([8], [9, 10], 'POS'), ([107], [108, 109], 'NEG')]",[],"[('впечатление', 'негативное', 'NEG'), ('условия', 'не плохие', 'POS'), ('условия', 'не выполнены', 'NEG')]",[]
"Добрый день ! Уже устал бегать в офис для решения моей проблемы . С окончанием срока действия моей карты , начались проблемы с оплатой в оффлайн точках . В чате порекомендовали перевыпустить карту , что я и сделал . Выбрал способ получения курьером , но оформилась только виртуальная карта , а пластик нет . В часте скаазли прийти в офис . Пришел в офис , в офисе не смогли мне перевыпустить , выпустилась только виртуальная карта , создали обращение 2301095044 , но его рассмотрели явно халатно , написав , что надо идти в офис и оформлять карту там , комиссию мне вообще проигнорировали и не вернули ( за попытки пересоздать карту с пластиком ) . В чате посоветовали перевыпустить карту и при получении выбрать офис , что я и сделал ( имеются скриншоты из приложения ! ) , но в итоге пластик снова не создался и меня снова отправляют в офис . Где снова разводят руками и предлагают написать претензию 2301124948 . И в офисе же сотрудник выяснил , что карта теперь в пластике выпускается только для премиальных клиентов . Это что за дела такие , Альфа Банк ? Меня неделю мурыжили , гоняли туда - сюда , предлагали перезаказывать карту , списывали при этом каждый раз комиссию и в итоге похоже пластик я не увижу ? Я очень разочарован в вашем банке ! Являюсь уже клиентов очень давно . Кстати , последнюю претензию мне тоже завернули не разобравшись с проблемой Получить пластик карты вы можете в любом удобном для вас отделении банка !!! Сотрудник хоть пытался вообще разобраться в моей проблеме ??? ! Помимио обращений в офисе создавались обращения через чат и контакт центр , они тоже были отвечены отпиской рода мы этим не занимаемся , возврат комиссии не будет , так как карта выпущена и идите в офис . Номера обращений 2301081676,2301103541,2301103619 . Просто какое - то халатное обслуживание !","[([310], [309], 'NEG')]",[],"[('обслуживание', 'халатное', 'NEG')]",[]
"Решила оформить дебетовую карту по реферальной ссылке с целью получения кэшбека . Тратишь 1500 рублей в месяц , получаешь , по 500 баллов в течение 90 дней . Получила карту 14 ноября , 16 ноября пришло смс о том , что я участвую в акции . Причем написано о покупках в течение именно 90 дней ( пожалуйста запомните эту цифру ) . Но я знаю о том , что могут быть подводные камни и пишу в чат с вопросом как исчисляется месяц ( с 14 по 30 ноября или с 14 по 13 декабря ) . Ответ мне дан не был , хотя я писала неоднократно , даже не 2 раза . Прошло 59 дней с момента получения карты , ни ответа ни привета . Пишу снова в чат , а оператор вообще говорит со мной о другой акции . Потрать 500 рублей , получишь 500 баллов . Спрашиваю как исчисляется месяц , опять неоднозначная информация с 14 ноября по 13 декабря !!! И прекращает общение со мной внезапно . Повторно пишу в чат , мне отвечает другой оператор , и пишет вообще - то месяц с 14 ноября по 30 ноября , но для вас с 14 ноября по 13 декабря . Пишет обращение о неначислении баллов . У меня есть все скриншоты . Опять мне никто не дал информацию о сроках исчисления месяца . 13 пришел ответ об отказе на начисление . Пишу снова в чат . Прислали смс об уточнении условий акции . Вкратце , получаешь карту , в течение 3дней приходит смс об акции , в течение 90 дней с момента получения смс и подключения к акции тратишь по 1500 рублей в месяц 1 покупка и дают по 500 баллов 3 раза . ( Есть скриншот ) . Никто из операторов до этого мне ничего не писал , в любом случае месяц по условиям акции банка исчисляется с 14 ноября по 13 декабря , с 14 декабря по 13 января и с 14 января по 13 февраля . в сообщении об акции , полученном от банка есть фраза с момента получения карты и подключения к акции !!! В 1 месяце с момента получения смс я потратила больше чем 1500 рублей и плюс 1 покупка была . После получения уточняющей информации снова оператор говорит , что месяц с 14 ноября по 27 ноября ( не имеет значения , что операция в ЛК прошла , а в банке оказывается она не прошла !!! ) . Причем этот же оператор сначала написал о наличии условия 1 покупка , а при уточнении написал , что такого условия нет . Для чего сделан чат , чтобы вводить в заблуждение клиентов , более чем 3 оператора мне дали неоднозначную информацию , когда же я получила скрин об условиях акции и я прохожу по условиям , то мне было написано не прошла !!! И сразу отключение !!! Вот и решайте сами , лично мне такой банк после всего этого противен !!! Двуличный , мерзкий . Отказываюсь от карты и блокирую ее .","[([447], [446], 'NEG'), ([155], [154], 'NEG'), ([482], [488], 'NEG'), ([482], [490], 'NEG'), ([482], [486], 'NEG')]",[],"[('информацию', 'неоднозначную', 'NEG'), ('информация', 'неоднозначная', 'NEG'), ('банк', 'Двуличный', 'NEG'), ('банк', 'мерзкий', 'NEG'), ('банк', 'противен', 'NEG')]",[]
"Спасибо Совкомбанку , и лично оператору Кристине , которая помогла решить и разобраться в вставшей перед о мной проблеме . . отличный банк и условия кредитования . Вернули проценты по кредиту . сразу предложили оформить новый кредит по отличным выгодным условиям . Обязательно воспользуюсь немного позже .","[([40], [38], 'POS'), ([40], [39], 'POS'), ([40], [38, 39], 'POS'), ([22], [21], 'POS'), ([5], [0], 'POS')]",[],"[('условиям', 'отличным', 'POS'), ('условиям', 'выгодным', 'POS'), ('условиям', 'отличным выгодным', 'POS'), ('банк', 'отличный', 'POS'), ('оператору', 'Спасибо', 'POS')]",[]
"Отвратительная работа операторов онлайн чата , уже второй месяц не могу возместить бонусы все условия были выполнены , общался с 5ю операторами два раза звонили , всем просто наплевать все сделано для того чтобы вы бросили это дело и ваши бонусы растворились , сохранены все переписки не раз их прекреплял к диалогам , но каждый оператор притворяется незнайкой и все по новой , постоянно новые отмазки , вопрос не решён и решением не пахнет , куча в пустую потраченного времени .","[([1], [0], 'NEG')]",[],"[('работа', 'Отвратительная', 'NEG')]",[]
"Ужасный банк . При внесения наличных денежных средств в размере 59200 я приложил карту ввел пин - код положил деньги в лоток . Банкомат выдал чек . В приложении мир пей вылезло ошибка транзакции . Позвонив по номеру 900 оставил обращение 221229 - 0800 - 081500 . Перезвонили на следующий день и сказали что сбоев в банкомате не зафиксировано . А типо что предыдущий клиент не завершил свою операцию и я свои деньги положил ему на счёт . Как такое может быть , если я вводил пин - код прикладывал карту и он выдал мне чек и на телефон пришло сообщение ошибка транзакции . Никогда не пользуйтесь банкоматами Сбербанка .","[([1], [0], 'NEG')]",[],"[('банк', 'Ужасный', 'NEG')]",[]
"Здравствуйте . Заказал кредитную карту курьером . Мне ее доставили - не смог авторизоваться в личном кабинете ни по логину , ни по номеру счета , ни по номеру карты . Возникало сообщение , что личный кабинет заблокирован - обратитесь на горячую линию такую - то . Позвонил на горячую линию , там сказали , что ничего не могут сделать и надо ехать в офис . Поехал в офис , там сделали какие то манипуляции и сказали , что личный кабинет разблокирован . Приехал домой , попробовал войти - все также личный кабинет заблокирован , всеми тремя способами . Позвонил на горячую линию - там сказали , что не видят никаких блокировок , посоветовали переустановить приложение , почистить кэш - ничего не помогло . Далее посоветовали обратиться по почте . , скинув всю информацию о телефоне , приложении и ошибке . Я им отправил всю информацию ..2 В ответ у меня спросили , каким способом я пытался войти в личный кабинет в приложении , хотя в первом письме написал - что всеми тремя . Далее я все расписал , в ответ получил сообщение с предложением позвонить на ту же горячую линию , которая меня послала на . . В ответ я попросил прекратить издеваться и разблокировать личный кабинет , на что мне посоветовали установить последнюю версию приложения , хотя в первом письме я скидывал скриншот по версии приложения , и она была последняя . Такое чувство , что операторы вообще не вчитываются и не всматриваются в письма от клиентов . Снова позвонил на горячую , там меня перевели на старшего оператора , который создал обращение и через 2 дня мне разблокировали личный кабинет . Оказалось , что я ранее был клиентом банка , и когда все счета были закрыты , мой кабинет зачем то заблокировали . Причем не просто заблокировали , а установили блокировку во внутренних системах банка , которую не видели операторы никакие . Возмущение по следующим пунктам 1 ) Зачем вообще глобально блокировать личный кабинет клиента во внутренних системах , если он закрывает все счета ? Так ни один банк не делает . Т . е . я заказал курьером карту , затем мне все равно пришлось ехать в офис , и тратить время на разборки по телефонам и почте . 2 ) Как вы себе представляете решение вопросов в банке для клиентов , если отделения все работают с 10 до 19 пн - пт . То есть 99 людей до работы не могут в отделение попасть , т . к . оно закрыто , и после работы тоже не могут , т . к . оно закрыто . В выходные они тоже не могут попасть , т . к . оно закрыто . Так и должно быть ? 3 ) Люди , которые отвечают по почте . вообще не вникают в проблему . Так и должно быть ? Проверьте переписку по тикету 6015219 .",[],[],[],[]
